cluster,avg_pts,avg_ast,avg_trb
0,150.79247536578083,37.96080919677516,82.26552702299193
1,697.4547616068077,166.01839569515704,326.5681391565511
2,1462.5249433106576,293.7624716553288,530.625283446712
